Contig	P6B11_S135_L008 RPKM	P6B12_S136_L008 RPKM	P6C11_S147_L008 RPKM	P6D11_S159_L008 RPKM	P6E10_S170_L008 RPKM	P6E11_S171_L008 RPKM	P6E12_S172_L008 RPKM	P6F11_S183_L008 RPKM	P6F12_S184_L008 RPKM	P6G12_S196_L008 RPKM	P6H10_S206_L008 RPKM	SRR7077137 RPKM	SRR7077140 RPKM	SRR7077141 RPKM	SRR7077142 RPKM	SRR7077143 RPKM	SRR7077144 RPKM	SRR7077145 RPKM	SRR7077146 RPKM	SRR7077147 RPKM	SRR7077148 RPKM	SRR7077149 RPKM	SRR7077151 RPKM	SRR7077152 RPKM	SRR7077153 RPKM	SRR7077154 RPKM	SRR7077155 RPKM	SRR7077158 RPKM	SRR7077159 RPKM	SRR7077161 RPKM	SRR7077162 RPKM	SRR7077163 RPKM	SRR7077165 RPKM	SRR7077166 RPKM	SRR7077167 RPKM	SRR7077168 RPKM	SRR7077169 RPKM	SRR7077170 RPKM	SRR7077171 RPKM	SRR7077172 RPKM	SRR7077173 RPKM	SRR7077175 RPKM	SRR7077176 RPKM	SRR7077177 RPKM	SRR7077179 RPKM	SRR7077180 RPKM	SRR7077181 RPKM	SRR7077182 RPKM	SRR7077183 RPKM	SRR7077185 RPKM	SRR7077186 RPKM	SRR7077188 RPKM	SRR7077189 RPKM	SRR7077190 RPKM	SRR7077192 RPKM	SRR7077193 RPKM	SRR7077194 RPKM	SRR7077195 RPKM	SRR7077197 RPKM	SRR7077198 RPKM	SRR7077199 RPKM	SRR7077200 RPKM	SRR7077201 RPKM	SRR7077203 RPKM	SRR7077205 RPKM	SRR7077210 RPKM	SRR7077211 RPKM	SRR7077212 RPKM	SRR7077213 RPKM	SRR7077216 RPKM	SRR7077217 RPKM	SRR7077218 RPKM	SRR7077219 RPKM	SRR7077220 RPKM	SRR7077221 RPKM	SRR7077222 RPKM	SRR7077223 RPKM	SRR7077224 RPKM	SRR7077225 RPKM	SRR7077226 RPKM	SRR7077227 RPKM	SRR7077228 RPKM	SRR7077229 RPKM	SRR7077230 RPKM	SRR7077231 RPKM	SRR7077232 RPKM	SRR7077234 RPKM	SRR7077235 RPKM	SRR7077236 RPKM	SRR7077238 RPKM	SRR7077239 RPKM	SRR7077240 RPKM	SRR7077242 RPKM	SRR7077243 RPKM	SRR7077244 RPKM	SRR7077245 RPKM	SRR7077246 RPKM	SRR7077247 RPKM	SRR7077248 RPKM	SRR7077249 RPKM	SRR7077250 RPKM	SRR7077251 RPKM	SRR7077252 RPKM	SRR7077253 RPKM	SRR7077254 RPKM	SRR7077256 RPKM	SRR7077257 RPKM	SRR7077258 RPKM	SRR7077259 RPKM	SRR7077260 RPKM	SRR7077262 RPKM	SRR7077264 RPKM	SRR7077265 RPKM	SRR7077266 RPKM	SRR7077267 RPKM	SRR7077268 RPKM	SRR7077269 RPKM	SRR7077270 RPKM	SRR7077271 RPKM	SRR7077272 RPKM	SRR7077274 RPKM	SRR7077276 RPKM	SRR7077277 RPKM	SRR7077280 RPKM	SRR7077281 RPKM	SRR7077282 RPKM	SRR7077283 RPKM	SRR7077284 RPKM	SRR7077285 RPKM	SRR7077287 RPKM	SRR7077288 RPKM	SRR7077289 RPKM	SRR7077291 RPKM	SRR7077292 RPKM	SRR7077294 RPKM	SRR7077295 RPKM	SRR7077296 RPKM	SRR7077297 RPKM	SRR7077298 RPKM	SRR7077299 RPKM	SRR7077300 RPKM	SRR7077301 RPKM	SRR7077303 RPKM	SRR7077304 RPKM	SRR7077305 RPKM	SRR7077306 RPKM	SRR7077307 RPKM	SRR7077309 RPKM	SRR7077310 RPKM	SRR7077311 RPKM	SRR7077312 RPKM	SRR7077313 RPKM	SRR7077315 RPKM	SRR7077316 RPKM	SRR7077317 RPKM	SRR7077319 RPKM	SRR7077321 RPKM	SRR7077322 RPKM	SRR7077323 RPKM	SRR7077325 RPKM	SRR7077326 RPKM	SRR7077327 RPKM	SRR7077328 RPKM	SRR7077330 RPKM	SRR7077331 RPKM	SRR7077332 RPKM	SRR7077333 RPKM	SRR7077334 RPKM	SRR7077335 RPKM	SRR7077336 RPKM	SRR7077337 RPKM	SRR7077338 RPKM	SRR7077339 RPKM	SRR7077342 RPKM	SRR7077343 RPKM	SRR7077344 RPKM	SRR7077345 RPKM	SRR7077346 RPKM	SRR7077347 RPKM	SRR7077349 RPKM	SRR7077350 RPKM	SRR7077351 RPKM	SRR7077353 RPKM	SRR7077355 RPKM	SRR7077356 RPKM	SRR7077357 RPKM	SRR7077358 RPKM	SRR7077359 RPKM	SRR7077360 RPKM	SRR7077363 RPKM	SRR7077364 RPKM	SRR7077366 RPKM	SRR7077367 RPKM	SRR7077368 RPKM	SRR7077370 RPKM	SRR7077371 RPKM	SRR7077372 RPKM	SRR7077375 RPKM	SRR7077376 RPKM	SRR7077377 RPKM	SRR7077379 RPKM	SRR7077381 RPKM	SRR7077382 RPKM	SRR7077383 RPKM	SRR7077384 RPKM	SRR7077385 RPKM	SRR7077386 RPKM	SRR7077387 RPKM	SRR7077388 RPKM	SRR7077390 RPKM	SRR7077391 RPKM	SRR7077392 RPKM	SRR7077393 RPKM	SRR7077394 RPKM	SRR7077395 RPKM	SRR7077397 RPKM	SRR7077398 RPKM	SRR7077399 RPKM	SRR7077400 RPKM	SRR7077401 RPKM	SRR7077402 RPKM	SRR7077403 RPKM	SRR7077404 RPKM	SRR7077405 RPKM	SRR7077407 RPKM	SRR7077408 RPKM	SRR7077409 RPKM	SRR7077411 RPKM	SRR7077412 RPKM	SRR7077413 RPKM	SRR7077414 RPKM	SRR7077415 RPKM	SRR7077416 RPKM	SRR7077417 RPKM	SRR7077418 RPKM	SRR7077419 RPKM	SRR7077420 RPKM	SRR7077421 RPKM	SRR7077423 RPKM	SRR7077424 RPKM	SRR7077426 RPKM	SRR7077428 RPKM	SRR7077429 RPKM	SRR7077430 RPKM	SRR7077431 RPKM	SRR7077432 RPKM	SRR7077433 RPKM	SRR7077434 RPKM	SRR7077435 RPKM	SRR7077436 RPKM	SRR7077437 RPKM	SRR7077438 RPKM	SRR7077439 RPKM	SRR7077441 RPKM	SRR7077442 RPKM	SRR7077443 RPKM	SRR7077444 RPKM	SRR7077446 RPKM	SRR7077447 RPKM	SRR7077449 RPKM	SRR7077450 RPKM	SRR7077451 RPKM	SRR7077452 RPKM	SRR7077453 RPKM	SRR7077454 RPKM	SRR7077455 RPKM	SRR7077458 RPKM	SRR7077459 RPKM	SRR7077460 RPKM	SRR7077463 RPKM	SRR7077464 RPKM	SRR7077465 RPKM	SRR7077466 RPKM	SRR7077467 RPKM	SRR7077469 RPKM	SRR7077471 RPKM	SRR7077473 RPKM	SRR7077474 RPKM	SRR7077475 RPKM	SRR7077476 RPKM	SRR7077478 RPKM	SRR7077479 RPKM	SRR7077480 RPKM	SRR7077483 RPKM	SRR7077485 RPKM	SRR7077486 RPKM	SRR7077487 RPKM	SRR7077489 RPKM	SRR7077490 RPKM	SRR7077491 RPKM	SRR7077493 RPKM	SRR7077494 RPKM	SRR7077495 RPKM	SRR7077496 RPKM	SRR7077497 RPKM	SRR7077498 RPKM	SRR7077499 RPKM	SRR7077501 RPKM	SRR7077502 RPKM	SRR7077503 RPKM	SRR7077504 RPKM	SRR7077505 RPKM	SRR7077506 RPKM	SRR7077507 RPKM	SRR7077508 RPKM	SRR7077509 RPKM	SRR7077510 RPKM	SRR7077511 RPKM	SRR7077512 RPKM	SRR7077513 RPKM	SRR7077514 RPKM	SRR7077515 RPKM	SRR7077517 RPKM	SRR7077518 RPKM	SRR7077519 RPKM	SRR7077520 RPKM	SRR7077521 RPKM	SRR7077522 RPKM	SRR7077523 RPKM	SRR7077524 RPKM	SRR7077525 RPKM	SRR7077526 RPKM	SRR7077527 RPKM	SRR7077528 RPKM	SRR7077529 RPKM	SRR7077531 RPKM	SRR7077532 RPKM	SRR7077534 RPKM	SRR7077535 RPKM	SRR7077536 RPKM	SRR7077538 RPKM	SRR7077539 RPKM	SRR7077540 RPKM	SRR7077542 RPKM	SRR7077543 RPKM	SRR7077544 RPKM	SRR7077546 RPKM	SRR7077547 RPKM	SRR7077548 RPKM	SRR7077549 RPKM	SRR7077550 RPKM	SRR7077551 RPKM	SRR7077552 RPKM	SRR7077553 RPKM	SRR7077554 RPKM	SRR7077555 RPKM	SRR7077556 RPKM	SRR7077557 RPKM	SRR7077558 RPKM	SRR7077559 RPKM	SRR7077560 RPKM	SRR7077562 RPKM	SRR7077563 RPKM	SRR7077565 RPKM	SRR7077566 RPKM	SRR7077568 RPKM	SRR7077569 RPKM	SRR7077570 RPKM	SRR7077572 RPKM	SRR7077573 RPKM	SRR7077574 RPKM	SRR7077575 RPKM	SRR7077576 RPKM	SRR7077577 RPKM	SRR7077578 RPKM	SRR7077579 RPKM	SRR7077580 RPKM	SRR7077581 RPKM	SRR7077583 RPKM	SRR7077584 RPKM	SRR7077586 RPKM	SRR7077587 RPKM	SRR7077588 RPKM	SRR7077590 RPKM	SRR7077591 RPKM	SRR7077592 RPKM	SRR7077593 RPKM	SRR7077596 RPKM	SRR7077597 RPKM	SRR7077599 RPKM	SRR7077600 RPKM	SRR7077602 RPKM	SRR7077603 RPKM	SRR7077604 RPKM	SRR7077605 RPKM	SRR7077606 RPKM	SRR7077607 RPKM	SRR7077608 RPKM	SRR7077609 RPKM	SRR7077611 RPKM	SRR7077612 RPKM	SRR7077613 RPKM	SRR7077614 RPKM	SRR7077615 RPKM	SRR7077616 RPKM	SRR7077618 RPKM	SRR7077619 RPKM	SRR7077620 RPKM	SRR7077621 RPKM	SRR7077622 RPKM	SRR7077623 RPKM	SRR7077624 RPKM	SRR7077625 RPKM	SRR7077626 RPKM	SRR7077627 RPKM	SRR7077628 RPKM	SRR7077629 RPKM	SRR7077630 RPKM	SRR7077631 RPKM	SRR7077632 RPKM	SRR7077633 RPKM	SRR7077634 RPKM	SRR7077635 RPKM	SRR7077636 RPKM	SRR7077637 RPKM	SRR7077638 RPKM	SRR7077639 RPKM	SRR7077640 RPKM	SRR7077641 RPKM	SRR7077642 RPKM	SRR7077643 RPKM	SRR7077644 RPKM	SRR7077645 RPKM	SRR7077647 RPKM	SRR7077648 RPKM	SRR7077649 RPKM	SRR7077655 RPKM	SRR7077657 RPKM	SRR7077659 RPKM	SRR7077660 RPKM	SRR7077661 RPKM	SRR7077662 RPKM	SRR7077663 RPKM	SRR7077664 RPKM	SRR7077665 RPKM	SRR7077667 RPKM	SRR7077668 RPKM	SRR7077669 RPKM	SRR7077671 RPKM	SRR7077672 RPKM	SRR7077673 RPKM	SRR7077674 RPKM	SRR7077675 RPKM	SRR7077676 RPKM	SRR7077677 RPKM	SRR7077678 RPKM	SRR7077679 RPKM	SRR7077680 RPKM	SRR7077681 RPKM	SRR7077682 RPKM	SRR7077684 RPKM	SRR7077685 RPKM	SRR7077686 RPKM	SRR7077687 RPKM	SRR7077688 RPKM	SRR7077689 RPKM	SRR7077690 RPKM	SRR7077691 RPKM	SRR7077692 RPKM	SRR7077693 RPKM	SRR7077694 RPKM	SRR7077697 RPKM	SRR7077698 RPKM	SRR7077701 RPKM	SRR7077702 RPKM	SRR7077703 RPKM	SRR7077704 RPKM	SRR7077705 RPKM	SRR7077706 RPKM	SRR7077709 RPKM	SRR7077710 RPKM	SRR7077713 RPKM	SRR7077714 RPKM	SRR7077715 RPKM	SRR7077716 RPKM	SRR7077717 RPKM	SRR7077718 RPKM	SRR7077719 RPKM	SRR7077720 RPKM	SRR7077721 RPKM	SRR7077722 RPKM	SRR7077723 RPKM	SRR7077724 RPKM	SRR7077725 RPKM	SRR7077727 RPKM	SRR7077728 RPKM	SRR7077729 RPKM	SRR7077730 RPKM	SRR7077731 RPKM	SRR7077732 RPKM	SRR7077733 RPKM	SRR7077735 RPKM	SRR7077736 RPKM	SRR7077737 RPKM	SRR7077738 RPKM	SRR7077739 RPKM	SRR7077740 RPKM	SRR7077741 RPKM	SRR7077743 RPKM	SRR7077744 RPKM	SRR7077745 RPKM	SRR7077747 RPKM	SRR7077748 RPKM	SRR7077750 RPKM	SRR7077751 RPKM	SRR7077752 RPKM	SRR7077753 RPKM	SRR7077754 RPKM	SRR7077756 RPKM	SRR7077757 RPKM	SRR7077758 RPKM	SRR7077759 RPKM	SRR7077761 RPKM	SRR7077762 RPKM	SRR7077763 RPKM	SRR7077764 RPKM	SRR7077765 RPKM	SRR7077766 RPKM	SRR7077768 RPKM	SRR7077769 RPKM	SRR7077770 RPKM	SRR7077771 RPKM	SRR7077772 RPKM	SRR7077773 RPKM	SRR7077774 RPKM	SRR7077775 RPKM	SRR7077778 RPKM	SRR7077779 RPKM	SRR7077781 RPKM	SRR7077782 RPKM	SRR7077783 RPKM	SRR7077786 RPKM	SRR7077787 RPKM	SRR7077790 RPKM	SRR7077791 RPKM	SRR7077792 RPKM	SRR7077793 RPKM	SRR7077794 RPKM	SRR7077795 RPKM	SRR7077797 RPKM	SRR7077798 RPKM	SRR7077799 RPKM	SRR7077800 RPKM	SRR7077801 RPKM	SRR7077803 RPKM	SRR7077804 RPKM	SRR7077805 RPKM	SRR7077806 RPKM	SRR7077807 RPKM	SRR7077808 RPKM	SRR7077810 RPKM	SRR7077811 RPKM	SRR7077812 RPKM	SRR7077813 RPKM	SRR7077814 RPKM	SRR7077815 RPKM	SRR7077816 RPKM	SRR7077817 RPKM	SRR7077819 RPKM	SRR7077821 RPKM	SRR7077822 RPKM	SRR7077823 RPKM	SRR7077824 RPKM	SRR7077825 RPKM	SRR7077826 RPKM	SRR7077827 RPKM	SRR7077828 RPKM	SRR7077829 RPKM	SRR7077830 RPKM	SRR7077831 RPKM	SRR7077832 RPKM	SRR7077833 RPKM	SRR7077834 RPKM	SRR7077835 RPKM	SRR7077837 RPKM	SRR7077838 RPKM	SRR7077839 RPKM	SRR7077841 RPKM	SRR7077842 RPKM	SRR7077843 RPKM	SRR7077844 RPKM	SRR7077845 RPKM	SRR7077847 RPKM	SRR7077848 RPKM	SRR7077849 RPKM	SRR7077850 RPKM	SRR7077851 RPKM	SRR7077852 RPKM	SRR7077853 RPKM	SRR7077854 RPKM	SRR7077858 RPKM	SRR7077859 RPKM	SRR7077860 RPKM	SRR7077861 RPKM	SRR7077862 RPKM	SRR7077863 RPKM	SRR7077864 RPKM	SRR7077866 RPKM	SRR7077867 RPKM	SRR7077868 RPKM	SRR7077870 RPKM	SRR7077871 RPKM	SRR7077872 RPKM	SRR7077875 RPKM	SRR7077876 RPKM	SRR7077877 RPKM	SRR7077878 RPKM	SRR7077879 RPKM	SRR7077882 RPKM	SRR7077883 RPKM	SRR7077884 RPKM	SRR7077886 RPKM	SRR7417583 RPKM	SRR7417584 RPKM	SRR7417597 RPKM	SRR7417600 RPKM	SRR7417601 RPKM	SRR7417602 RPKM	SRR7417605 RPKM	SRR7417606 RPKM	SRR7417607 RPKM	SRR7417611 RPKM	SRR7417613 RPKM	SRR7417614 RPKM	SRR7417615 RPKM	SRR7417616 RPKM	SRR7417627 RPKM	SRR7417629 RPKM	SRR7417634 RPKM	SRR7417635 RPKM	SRR7417636 RPKM	SRR7417638 RPKM	SRR7417639 RPKM	SRR7417643 RPKM	SRR7417646 RPKM	SRR7417650 RPKM	SRR7417651 RPKM	SRR7417652 RPKM	SRR7417653 RPKM	SRR7417654 RPKM	SRR7417655 RPKM	SRR7417656 RPKM	SRR7417657 RPKM	SRR7417658 RPKM	SRR7417659 RPKM	SRR7417660 RPKM	SRR7417661 RPKM	SRR7417674 RPKM	SRR7417676 RPKM	SRR7417678 RPKM	SRR7417682 RPKM	SRR7417683 RPKM	SRR7417685 RPKM	SRR7417686 RPKM	SRR7417687 RPKM	SRR7417688 RPKM	SRR7417692 RPKM	SRR7417694 RPKM	SRR7417696 RPKM	SRR7417698 RPKM	SRR7417705 RPKM	SRR7417706 RPKM	SRR7417712 RPKM	SRR7417713 RPKM	SRR7417716 RPKM	SRR7417717 RPKM	SRR7417722 RPKM	SRR7417723 RPKM	SRR7417728 RPKM	SRR7417729 RPKM	SRR7417730 RPKM	SRR7417731 RPKM	SRR7417732 RPKM	SRR7417733 RPKM	SRR7417734 RPKM	SRR7417735 RPKM	SRR7417737 RPKM	SRR7417744 RPKM	SRR7417748 RPKM	SRR7417751 RPKM	SRR7417752 RPKM	SRR7417753 RPKM	SRR7417754 RPKM	SRR7417755 RPKM	SRR7417756 RPKM	SRR7417757 RPKM	SRR7417759 RPKM	SRR7417760 RPKM	SRR7417761 RPKM	SRR7417762 RPKM	SRR7417770 RPKM	SRR7417775 RPKM	SRR7417776 RPKM	SRR7417777 RPKM	SRR7417778 RPKM	SRR7417781 RPKM	SRR7417783 RPKM	SRR7417785 RPKM	SRR7417787 RPKM	SRR7417797 RPKM	SRR7417799 RPKM	SRR7417800 RPKM	SRR7417802 RPKM	SRR7417803 RPKM	SRR7417804 RPKM	SRR7417805 RPKM	SRR7417806 RPKM	SRR7417808 RPKM	SRR7417809 RPKM	SRR7417810 RPKM	SRR7417812 RPKM	SRR7417814 RPKM	SRR7417815 RPKM	SRR7417816 RPKM	SRR7417818 RPKM	SRR7417819 RPKM	SRR7417820 RPKM	SRR7417821 RPKM	SRR7417822 RPKM	SRR7417823 RPKM	SRR7417837 RPKM	SRR7417839 RPKM	SRR7417840 RPKM	SRR7417841 RPKM	SRR7417842 RPKM	SRR7417843 RPKM	SRR7417844 RPKM	SRR7417845 RPKM	SRR7417846 RPKM	SRR7417847 RPKM	SRR7417849 RPKM	SRR7417850 RPKM	SRR7417858 RPKM	SRR7417861 RPKM	SRR7417862 RPKM	SRR7417863 RPKM	SRR7417865 RPKM	SRR7417866 RPKM	SRR7417868 RPKM	SRR7417874 RPKM	SRR7417876 RPKM	SRR7417884 RPKM	SRR7417886 RPKM	SRR7417887 RPKM	SRR7417888 RPKM	SRR7417890 RPKM	SRR7417891 RPKM	SRR7417892 RPKM	SRR7417894 RPKM	SRR7417895 RPKM	SRR7417907 RPKM	SRR7417908 RPKM	SRR7417909 RPKM	SRR7417911 RPKM	SRR7417912 RPKM	SRR7417919 RPKM	SRR7417920 RPKM	SRR7417921 RPKM	SRR7417922 RPKM	SRR7417923 RPKM	SRR7417925 RPKM	SRR7417926 RPKM	SRR7417927 RPKM	SRR7417928 RPKM	SRR7417929 RPKM	SRR7417930 RPKM	SRR7417931 RPKM	SRR7417935 RPKM	SRR7417937 RPKM	SRR7417938 RPKM	SRR7417939 RPKM	SRR7417952 RPKM	SRR7417953 RPKM	SRR7417954 RPKM	SRR7417955 RPKM	SRR7417956 RPKM	SRR7417957 RPKM	SRR7417958 RPKM	SRR7417959 RPKM	SRR7417960 RPKM	SRR7417961 RPKM	SRR7417972 RPKM	SRR7417973 RPKM	SRR7417974 RPKM	SRR7417975 RPKM	SRR7417976 RPKM	SRR7417977 RPKM	SRR7417978 RPKM	SRR7417979 RPKM	SRR7417980 RPKM	SRR7417981 RPKM	SRR7417984 RPKM	SRR7417985 RPKM	SRR7417986 RPKM	SRR7417989 RPKM	SRR7417990 RPKM	SRR7417991 RPKM	SRR7417992 RPKM	SRR7417994 RPKM	SRR7417998 RPKM	SRR7417999 RPKM	SRR7418000 RPKM	SRR7418004 RPKM	SRR7418005 RPKM	SRR7418006 RPKM	SRR7418008 RPKM	SRR7418009 RPKM	SRR7418010 RPKM	SRR7418012 RPKM	SRR7418013 RPKM	SRR7418021 RPKM	SRR7418023 RPKM	SRR7418031 RPKM	SRR7418035 RPKM	SRR7418036 RPKM	SRR7418037 RPKM	SRR7418038 RPKM	SRR7418040 RPKM	SRR7418041 RPKM	SRR7418042 RPKM	SRR7418043 RPKM	SRR7418045 RPKM	SRR7418058 RPKM	SRR7418059 RPKM	SRR7418062 RPKM	SRR7418078 RPKM	SRR7418079 RPKM	SRR7418080 RPKM	SRR7418081 RPKM	SRR7418082 RPKM	SRR7418084 RPKM	SRR7418091 RPKM	SRR7418092 RPKM	SRR7418098 RPKM	SRR7418099 RPKM	SRR7418107 RPKM	SRR7418108 RPKM	SRR7418111 RPKM	SRR7418112 RPKM	SRR7418113 RPKM	SRR7418114 RPKM	SRR7418116 RPKM	SRR7418123 RPKM	SRR7418124 RPKM	SRR7418126 RPKM	SRR7418127 RPKM	SRR7418128 RPKM	SRR7418129 RPKM	SRR7418130 RPKM
NZ_RZSP01000167.1_Mesorhizobium_sp._M1A.F.Ca.IN.020.32.1.1_NODE_167_length_10087_cov_4.25592__whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5764.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5020.5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4925.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5875.127	0	0	0	5070.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5189.313	5454.6797	0	0	0	5218.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4983.3354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_RZTF01000078.1_Mesorhizobium_sp._M7A.F.Ca.MR.362.00.0.0_NODE_78_length_20012_cov_2.91417__whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16325.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6651.4087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14458.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11936.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16285.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10634.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10204.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
