Contig,samtools.14550.9614.tmp.0000 Mean,samtools.7100.7516.tmp.0000 Mean,SRR7077137 Mean,SRR7077140 Mean,SRR7077141 Mean,SRR7077142 Mean,SRR7077143 Mean,SRR7077144 Mean,SRR7077145 Mean,SRR7077146 Mean,SRR7077147 Mean,SRR7077148 Mean,SRR7077149 Mean,SRR7077151 Mean,SRR7077152 Mean,SRR7077153 Mean,SRR7077154 Mean,SRR7077155 Mean,SRR7077158 Mean,SRR7077159 Mean,SRR7077161 Mean,SRR7077162 Mean,SRR7077163 Mean,SRR7077165 Mean,SRR7077166 Mean,SRR7077167 Mean,SRR7077168 Mean,SRR7077169 Mean,SRR7077170 Mean,SRR7077171 Mean,SRR7077172 Mean,SRR7077173 Mean,SRR7077175 Mean,SRR7077176 Mean,SRR7077177 Mean,SRR7077179 Mean,SRR7077180 Mean,SRR7077181 Mean,SRR7077182 Mean,SRR7077183 Mean,SRR7077185 Mean,SRR7077186 Mean,SRR7077188 Mean,SRR7077189 Mean,SRR7077190 Mean,SRR7077192 Mean,SRR7077193 Mean,SRR7077194 Mean,SRR7077195 Mean,SRR7077197 Mean,SRR7077198 Mean,SRR7077199 Mean,SRR7077200 Mean,SRR7077201 Mean,SRR7077203 Mean,SRR7077205 Mean,SRR7077210 Mean,SRR7077211 Mean,SRR7077212 Mean,SRR7077213 Mean,SRR7077216 Mean,SRR7077217 Mean,SRR7077218 Mean,SRR7077219 Mean,SRR7077220 Mean,SRR7077221 Mean,SRR7077222 Mean,SRR7077223 Mean,SRR7077224 Mean,SRR7077225 Mean,SRR7077226 Mean,SRR7077227 Mean,SRR7077228 Mean,SRR7077229 Mean,SRR7077230 Mean,SRR7077231 Mean,SRR7077232 Mean,SRR7077234 Mean,SRR7077235 Mean,SRR7077236 Mean,SRR7077238 Mean,SRR7077239 Mean,SRR7077240 Mean,SRR7077242 Mean,SRR7077243 Mean,SRR7077244 Mean,SRR7077245 Mean,SRR7077246 Mean,SRR7077247 Mean,SRR7077248 Mean,SRR7077249 Mean,SRR7077250 Mean,SRR7077251 Mean,SRR7077252 Mean,SRR7077253 Mean,SRR7077254 Mean,SRR7077256 Mean,SRR7077257 Mean,SRR7077258 Mean,SRR7077259 Mean,SRR7077260 Mean,SRR7077262 Mean,SRR7077264 Mean,SRR7077265 Mean,SRR7077266 Mean,SRR7077267 Mean,SRR7077268 Mean,SRR7077269 Mean,SRR7077270 Mean,SRR7077271 Mean,SRR7077272 Mean,SRR7077274 Mean,SRR7077276 Mean,SRR7077277 Mean,SRR7077280 Mean,SRR7077281 Mean,SRR7077282 Mean,SRR7077283 Mean,SRR7077284 Mean,SRR7077285 Mean,SRR7077287 Mean,SRR7077288 Mean,SRR7077289 Mean,SRR7077291 Mean,SRR7077292 Mean,SRR7077294 Mean,SRR7077295 Mean,SRR7077296 Mean,SRR7077297 Mean,SRR7077298 Mean,SRR7077299 Mean,SRR7077300 Mean,SRR7077301 Mean,SRR7077303 Mean,SRR7077304 Mean,SRR7077305 Mean,SRR7077306 Mean,SRR7077307 Mean,SRR7077309 Mean,SRR7077310 Mean,SRR7077311 Mean,SRR7077312 Mean,SRR7077313 Mean,SRR7077315 Mean,SRR7077316 Mean,SRR7077317 Mean,SRR7077319 Mean,SRR7077321 Mean,SRR7077322 Mean,SRR7077323 Mean,SRR7077325 Mean,SRR7077326 Mean,SRR7077327 Mean,SRR7077328 Mean,SRR7077330 Mean,SRR7077331 Mean,SRR7077332 Mean,SRR7077333 Mean,SRR7077334 Mean,SRR7077335 Mean,SRR7077336 Mean,SRR7077337 Mean,SRR7077338 Mean,SRR7077339 Mean,SRR7077342 Mean,SRR7077343 Mean,SRR7077344 Mean,SRR7077345 Mean,SRR7077346 Mean,SRR7077347 Mean,SRR7077349 Mean,SRR7077350 Mean,SRR7077351 Mean,SRR7077353 Mean,SRR7077355 Mean,SRR7077356 Mean,SRR7077357 Mean,SRR7077358 Mean,SRR7077359 Mean,SRR7077360 Mean,SRR7077363 Mean,SRR7077364 Mean,SRR7077366 Mean,SRR7077367 Mean,SRR7077368 Mean,SRR7077370 Mean,SRR7077371 Mean,SRR7077372 Mean,SRR7077375 Mean,SRR7077376 Mean,SRR7077377 Mean,SRR7077379 Mean,SRR7077381 Mean,SRR7077382 Mean,SRR7077383 Mean,SRR7077384 Mean,SRR7077385 Mean,SRR7077386 Mean,SRR7077387 Mean,SRR7077388 Mean,SRR7077390 Mean,SRR7077391 Mean,SRR7077392 Mean,SRR7077393 Mean,SRR7077394 Mean,SRR7077395 Mean,SRR7077397 Mean,SRR7077398 Mean,SRR7077399 Mean,SRR7077400 Mean,SRR7077401 Mean,SRR7077402 Mean,SRR7077403 Mean,SRR7077404 Mean,SRR7077405 Mean,SRR7077407 Mean,SRR7077408 Mean,SRR7077409 Mean,SRR7077411 Mean,SRR7077412 Mean,SRR7077413 Mean,SRR7077414 Mean,SRR7077415 Mean,SRR7077416 Mean,SRR7077417 Mean,SRR7077418 Mean,SRR7077419 Mean,SRR7077420 Mean,SRR7077421 Mean,SRR7077423 Mean,SRR7077424 Mean,SRR7077426 Mean,SRR7077428 Mean,SRR7077429 Mean,SRR7077430 Mean,SRR7077431 Mean,SRR7077432 Mean,SRR7077433 Mean,SRR7077434 Mean,SRR7077435 Mean,SRR7077436 Mean,SRR7077437 Mean,SRR7077438 Mean,SRR7077439 Mean,SRR7077441 Mean,SRR7077442 Mean,SRR7077443 Mean,SRR7077444 Mean,SRR7077446 Mean,SRR7077447 Mean,SRR7077449 Mean,SRR7077450 Mean,SRR7077451 Mean,SRR7077452 Mean,SRR7077453 Mean,SRR7077454 Mean,SRR7077455 Mean,SRR7077458 Mean,SRR7077459 Mean,SRR7077460 Mean,SRR7077463 Mean,SRR7077464 Mean,SRR7077465 Mean,SRR7077466 Mean,SRR7077467 Mean,SRR7077469 Mean,SRR7077471 Mean,SRR7077473 Mean,SRR7077474 Mean,SRR7077475 Mean,SRR7077476 Mean,SRR7077478 Mean,SRR7077479 Mean,SRR7077480 Mean,SRR7077483 Mean,SRR7077485 Mean,SRR7077486 Mean,SRR7077487 Mean,SRR7077489 Mean,SRR7077490 Mean,SRR7077491 Mean,SRR7077493 Mean,SRR7077494 Mean,SRR7077495 Mean,SRR7077496 Mean,SRR7077497 Mean,SRR7077498 Mean,SRR7077499 Mean,SRR7077501 Mean,SRR7077502 Mean,SRR7077503 Mean,SRR7077504 Mean,SRR7077505 Mean,SRR7077506 Mean,SRR7077507 Mean,SRR7077508 Mean,SRR7077509 Mean,SRR7077510 Mean,SRR7077511 Mean,SRR7077512 Mean,SRR7077513 Mean,SRR7077514 Mean,SRR7077515 Mean,SRR7077517 Mean,SRR7077518 Mean,SRR7077519 Mean,SRR7077520 Mean,SRR7077521 Mean,SRR7077522 Mean,SRR7077523 Mean,SRR7077524 Mean,SRR7077525 Mean,SRR7077526 Mean,SRR7077527 Mean,SRR7077528 Mean,SRR7077529 Mean,SRR7077531 Mean,SRR7077532 Mean,SRR7077534 Mean,SRR7077535 Mean,SRR7077536 Mean,SRR7077538 Mean,SRR7077539 Mean,SRR7077540 Mean,SRR7077542 Mean,SRR7077543 Mean,SRR7077544 Mean,SRR7077546 Mean,SRR7077547 Mean,SRR7077548 Mean,SRR7077549 Mean,SRR7077550 Mean,SRR7077551 Mean,SRR7077552 Mean,SRR7077553 Mean,SRR7077554 Mean,SRR7077555 Mean,SRR7077556 Mean,SRR7077557 Mean,SRR7077558 Mean,SRR7077559 Mean,SRR7077560 Mean,SRR7077562 Mean,SRR7077563 Mean,SRR7077565 Mean,SRR7077566 Mean,SRR7077568 Mean,SRR7077569 Mean,SRR7077570 Mean,SRR7077572 Mean,SRR7077573 Mean,SRR7077574 Mean,SRR7077575 Mean,SRR7077576 Mean,SRR7077577 Mean,SRR7077578 Mean,SRR7077579 Mean,SRR7077580 Mean,SRR7077581 Mean,SRR7077583 Mean,SRR7077584 Mean,SRR7077586 Mean,SRR7077587 Mean,SRR7077588 Mean,SRR7077590 Mean,SRR7077591 Mean,SRR7077592 Mean,SRR7077593 Mean,SRR7077596 Mean,SRR7077597 Mean,SRR7077599 Mean,SRR7077600 Mean,SRR7077602 Mean,SRR7077603 Mean,SRR7077604 Mean,SRR7077605 Mean,SRR7077606 Mean,SRR7077607 Mean,SRR7077608 Mean,SRR7077609 Mean,SRR7077611 Mean,SRR7077612 Mean,SRR7077613 Mean,SRR7077614 Mean,SRR7077615 Mean,SRR7077616 Mean,SRR7077618 Mean,SRR7077619 Mean,SRR7077620 Mean,SRR7077621 Mean,SRR7077622 Mean,SRR7077623 Mean,SRR7077624 Mean,SRR7077625 Mean,SRR7077626 Mean,SRR7077627 Mean,SRR7077628 Mean,SRR7077629 Mean,SRR7077630 Mean,SRR7077631 Mean,SRR7077632 Mean,SRR7077633 Mean,SRR7077634 Mean,SRR7077635 Mean,SRR7077636 Mean,SRR7077637 Mean,SRR7077638 Mean,SRR7077639 Mean,SRR7077640 Mean,SRR7077641 Mean,SRR7077642 Mean,SRR7077643 Mean,SRR7077644 Mean,SRR7077645 Mean,SRR7077647 Mean,SRR7077648 Mean,SRR7077649 Mean,SRR7077655 Mean,SRR7077657 Mean,SRR7077659 Mean,SRR7077660 Mean,SRR7077661 Mean,SRR7077662 Mean,SRR7077663 Mean,SRR7077664 Mean,SRR7077665 Mean,SRR7077667 Mean,SRR7077668 Mean,SRR7077669 Mean,SRR7077671 Mean,SRR7077672 Mean,SRR7077673 Mean,SRR7077674 Mean,SRR7077675 Mean,SRR7077676 Mean,SRR7077677 Mean,SRR7077678 Mean,SRR7077679 Mean,SRR7077680 Mean,SRR7077681 Mean,SRR7077682 Mean,SRR7077684 Mean,SRR7077685 Mean,SRR7077686 Mean,SRR7077687 Mean,SRR7077688 Mean,SRR7077689 Mean,SRR7077690 Mean,SRR7077691 Mean,SRR7077692 Mean,SRR7077693 Mean,SRR7077694 Mean,SRR7077697 Mean,SRR7077698 Mean,SRR7077701 Mean,SRR7077702 Mean,SRR7077703 Mean,SRR7077704 Mean,SRR7077705 Mean,SRR7077706 Mean,SRR7077709 Mean,SRR7077710 Mean,SRR7077713 Mean,SRR7077714 Mean,SRR7077715 Mean,SRR7077716 Mean,SRR7077717 Mean,SRR7077718 Mean,SRR7077719 Mean,SRR7077720 Mean,SRR7077721 Mean,SRR7077722 Mean,SRR7077723 Mean,SRR7077724 Mean,SRR7077725 Mean,SRR7077727 Mean,SRR7077728 Mean,SRR7077729 Mean,SRR7077730 Mean,SRR7077731 Mean,SRR7077732 Mean,SRR7077733 Mean,SRR7077735 Mean,SRR7077736 Mean,SRR7077737 Mean,SRR7077738 Mean,SRR7077739 Mean,SRR7077740 Mean,SRR7077741 Mean,SRR7077743 Mean,SRR7077744 Mean,SRR7077745 Mean,SRR7077747 Mean,SRR7077748 Mean,SRR7077750 Mean,SRR7077751 Mean,SRR7077752 Mean,SRR7077753 Mean,SRR7077754 Mean,SRR7077756 Mean,SRR7077757 Mean,SRR7077758 Mean,SRR7077759 Mean,SRR7077761 Mean,SRR7077762 Mean,SRR7077763 Mean,SRR7077764 Mean,SRR7077765 Mean,SRR7077766 Mean,SRR7077768 Mean,SRR7077769 Mean,SRR7077770 Mean,SRR7077771 Mean,SRR7077772 Mean,SRR7077773 Mean,SRR7077774 Mean,SRR7077775 Mean,SRR7077778 Mean,SRR7077779 Mean,SRR7077781 Mean,SRR7077782 Mean,SRR7077783 Mean,SRR7077786 Mean,SRR7077787 Mean,SRR7077790 Mean,SRR7077791 Mean,SRR7077792 Mean,SRR7077793 Mean,SRR7077794 Mean,SRR7077795 Mean,SRR7077797 Mean,SRR7077798 Mean,SRR7077799 Mean,SRR7077800 Mean,SRR7077801 Mean,SRR7077803 Mean,SRR7077804 Mean,SRR7077805 Mean,SRR7077806 Mean,SRR7077807 Mean,SRR7077808 Mean,SRR7077810 Mean,SRR7077811 Mean,SRR7077812 Mean,SRR7077813 Mean,SRR7077814 Mean,SRR7077815 Mean,SRR7077816 Mean,SRR7077817 Mean,SRR7077819 Mean,SRR7077821 Mean,SRR7077822 Mean,SRR7077823 Mean,SRR7077824 Mean,SRR7077825 Mean,SRR7077826 Mean,SRR7077827 Mean,SRR7077828 Mean,SRR7077829 Mean,SRR7077830 Mean,SRR7077831 Mean,SRR7077832 Mean,SRR7077833 Mean,SRR7077834 Mean,SRR7077835 Mean,SRR7077837 Mean,SRR7077838 Mean,SRR7077839 Mean,SRR7077841 Mean,SRR7077842 Mean,SRR7077843 Mean,SRR7077844 Mean,SRR7077845 Mean,SRR7077847 Mean,SRR7077848 Mean,SRR7077849 Mean,SRR7077850 Mean,SRR7077851 Mean,SRR7077852 Mean,SRR7077853 Mean,SRR7077854 Mean,SRR7077858 Mean,SRR7077859 Mean,SRR7077860 Mean,SRR7077861 Mean,SRR7077862 Mean,SRR7077863 Mean,SRR7077864 Mean,SRR7077866 Mean,SRR7077867 Mean,SRR7077868 Mean,SRR7077870 Mean,SRR7077871 Mean,SRR7077872 Mean,SRR7077875 Mean,SRR7077876 Mean,SRR7077877 Mean,SRR7077878 Mean,SRR7077879 Mean,SRR7077882 Mean,SRR7077883 Mean,SRR7077884 Mean,SRR7077886 Mean,SRR7417583 Mean,SRR7417584 Mean,SRR7417597 Mean,SRR7417600 Mean,SRR7417601 Mean,SRR7417602 Mean,SRR7417605 Mean,SRR7417606 Mean,SRR7417607 Mean,SRR7417611 Mean,SRR7417613 Mean,SRR7417614 Mean,SRR7417615 Mean,SRR7417616 Mean,SRR7417627 Mean,SRR7417629 Mean,SRR7417634 Mean,SRR7417635 Mean,SRR7417636 Mean,SRR7417638 Mean,SRR7417639 Mean,SRR7417643 Mean,SRR7417646 Mean,SRR7417650 Mean,SRR7417651 Mean,SRR7417652 Mean,SRR7417653 Mean,SRR7417654 Mean,SRR7417655 Mean,SRR7417656 Mean,SRR7417657 Mean,SRR7417658 Mean,SRR7417659 Mean,SRR7417660 Mean,SRR7417661 Mean,SRR7417674 Mean,SRR7417676 Mean,SRR7417678 Mean,SRR7417682 Mean,SRR7417683 Mean,SRR7417685 Mean,SRR7417686 Mean,SRR7417687 Mean,SRR7417688 Mean,SRR7417692 Mean,SRR7417694 Mean,SRR7417696 Mean,SRR7417698 Mean,SRR7417705 Mean,SRR7417706 Mean,SRR7417712 Mean,SRR7417713 Mean,SRR7417716 Mean,SRR7417717 Mean,SRR7417722 Mean,SRR7417723 Mean,SRR7417728 Mean,SRR7417729 Mean,SRR7417730 Mean,SRR7417731 Mean,SRR7417732 Mean,SRR7417733 Mean,SRR7417734 Mean,SRR7417735 Mean,SRR7417737 Mean,SRR7417744 Mean,SRR7417748 Mean,SRR7417751 Mean,SRR7417752 Mean,SRR7417753 Mean,SRR7417754 Mean,SRR7417755 Mean,SRR7417756 Mean,SRR7417757 Mean,SRR7417759 Mean,SRR7417760 Mean,SRR7417761 Mean,SRR7417762 Mean,SRR7417770 Mean,SRR7417775 Mean,SRR7417776 Mean,SRR7417777 Mean,SRR7417778 Mean,SRR7417781 Mean,SRR7417783 Mean,SRR7417785 Mean,SRR7417787 Mean,SRR7417797 Mean,SRR7417799 Mean,SRR7417800 Mean,SRR7417802 Mean,SRR7417803 Mean,SRR7417804 Mean,SRR7417805 Mean,SRR7417806 Mean,SRR7417808 Mean,SRR7417809 Mean,SRR7417810 Mean,SRR7417812 Mean,SRR7417814 Mean,SRR7417815 Mean,SRR7417816 Mean,SRR7417818 Mean,SRR7417819 Mean,SRR7417820 Mean,SRR7417821 Mean,SRR7417822 Mean,SRR7417823 Mean,SRR7417837 Mean,SRR7417839 Mean,SRR7417840 Mean,SRR7417841 Mean,SRR7417842 Mean,SRR7417843 Mean,SRR7417844 Mean,SRR7417845 Mean,SRR7417846 Mean,SRR7417847 Mean,SRR7417849 Mean,SRR7417850 Mean,SRR7417858 Mean,SRR7417861 Mean,SRR7417862 Mean,SRR7417863 Mean,SRR7417865 Mean,SRR7417866 Mean,SRR7417868 Mean,SRR7417874 Mean,SRR7417876 Mean,SRR7417884 Mean,SRR7417886 Mean,SRR7417887 Mean,SRR7417888 Mean,SRR7417890 Mean,SRR7417891 Mean,SRR7417892 Mean,SRR7417894 Mean,SRR7417895 Mean,SRR7417907 Mean,SRR7417908 Mean,SRR7417909 Mean,SRR7417911 Mean,SRR7417912 Mean,SRR7417919 Mean,SRR7417920 Mean,SRR7417921 Mean,SRR7417922 Mean,SRR7417923 Mean,SRR7417925 Mean,SRR7417926 Mean,SRR7417927 Mean,SRR7417928 Mean,SRR7417929 Mean,SRR7417930 Mean,SRR7417931 Mean,SRR7417935 Mean,SRR7417937 Mean,SRR7417938 Mean,SRR7417939 Mean,SRR7417952 Mean,SRR7417953 Mean,SRR7417954 Mean,SRR7417955 Mean,SRR7417956 Mean,SRR7417957 Mean,SRR7417958 Mean,SRR7417959 Mean,SRR7417960 Mean,SRR7417961 Mean,SRR7417972 Mean,SRR7417973 Mean,SRR7417974 Mean,SRR7417975 Mean,SRR7417976 Mean,SRR7417977 Mean,SRR7417978 Mean,SRR7417979 Mean,SRR7417980 Mean,SRR7417981 Mean,SRR7417984 Mean,SRR7417985 Mean,SRR7417986 Mean,SRR7417989 Mean,SRR7417990 Mean,SRR7417991 Mean,SRR7417992 Mean,SRR7417994 Mean,SRR7417998 Mean,SRR7417999 Mean,SRR7418000 Mean,SRR7418004 Mean,SRR7418005 Mean,SRR7418006 Mean,SRR7418008 Mean,SRR7418009 Mean,SRR7418010 Mean,SRR7418012 Mean,SRR7418013 Mean,SRR7418021 Mean,SRR7418023 Mean,SRR7418031 Mean,SRR7418035 Mean,SRR7418036 Mean,SRR7418037 Mean,SRR7418038 Mean,SRR7418040 Mean,SRR7418041 Mean,SRR7418042 Mean,SRR7418043 Mean,SRR7418045 Mean,SRR7418058 Mean,SRR7418059 Mean,SRR7418062 Mean,SRR7418078 Mean,SRR7418079 Mean,SRR7418080 Mean,SRR7418081 Mean,SRR7418082 Mean,SRR7418084 Mean,SRR7418091 Mean,SRR7418092 Mean,SRR7418098 Mean,SRR7418099 Mean,SRR7418107 Mean,SRR7418108 Mean,SRR7418111 Mean,SRR7418112 Mean,SRR7418113 Mean,SRR7418114 Mean,SRR7418116 Mean,SRR7418123 Mean,SRR7418124 Mean,SRR7418126 Mean,SRR7418127 Mean,SRR7418128 Mean,SRR7418129 Mean,SRR7418130 Mean,P6B11_S135_L008 Mean,P6B12_S136_L008 Mean,P6C11_S147_L008 Mean,P6D11_S159_L008 Mean,P6E10_S170_L008 Mean,P6E11_S171_L008 Mean,P6E12_S172_L008 Mean,P6F11_S183_L008 Mean,P6F12_S184_L008 Mean,P6G12_S196_L008 Mean,P6H10_S206_L008 Mean
NZ_RZSP01000167.1_Mesorhizobium_sp._M1A.F.Ca.IN.020.32.1.1_NODE_167_length_10087_cov_4.25592__whole_genome_shotgun_sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.371742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3475895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1925125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.716313,0,0,0,12.845427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.105263,12.417631,0,0,0,15.957935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.819966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZ_RZTF01000078.1_Mesorhizobium_sp._M7A.F.Ca.MR.362.00.0.0_NODE_78_length_20012_cov_2.91417__whole_genome_shotgun_sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.743935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.379871,0,0,1.8513745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1414258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.158795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.557648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.598479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
